제품 이름,평점,판매 회사,날짜,제목,내용
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,1,아이엠듀 코리아,21.01.04.,아이엠듀 제품 두번째로 구입하는데 이번 아이패드 케이스는 색상을 잘못 표기해서 낭패를 봤습니다. 같은 디자인 케이스가 ㄷㅆ 사이트에도 있었지만 챠콜이라고 해서 굳이 이사이트에서 구,"아이엠듀 제품 두번째로 구입하는데 이번 아이패드 케이스는 색상을 잘못 표기해서 낭패를 봤습니다. 같은 디자인 케이스가 ㄷㅆ 사이트에도 있었지만 챠콜이라고 해서 굳이 이사이트에서 구입했는데 타사이트에서 라벤더 색상이라고 판매하는 색상과 같은 제품이 와버렸네요~ 원래부터 이색상을 구입하려고 했다면 문제삼지 않았을 겁니다. 문제는 챠콜이라고 하고는 다른 색 보내게 문제지요. 리뷰를 보니 다른 구매자도 라벤더 색상을 챠콜로 구입한 것을 보니 제품을 잘못 담은건 아닌거고, 색상에 대한 몰이해라고 해야할 것 같습니다 아이패드는 이미 있는 상태라 번거롭게 통화하고 진행하기 싫어서 그냥 사용하지만 이건 아니라고 생각해서 사진과 리뷰 올립니다. 사진은 이사이트에서 판매한 챠콜리뷰와 구매한 챠콜제품을 함께 놓고 찍은 사진입니다. 이게 같은 색상이라고 우기진 못하겠지요. 이럴 줄 알았으면 블랙 색상을 구입했을 겁니다ㅠ.ㅠ"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.03.20.,그립감도 좋고 뒷면의 반투명도 고급스러움을 더해줍니다. 색감도 상품페이지에서 본 그대로로 아주 예쁘네요. 각도 조절도 용의하며 제일 만족스러운 건 펜슬과 구성품을 보관할 수 있다는,"그립감도 좋고 뒷면의 반투명도 고급스러움을 더해줍니다. 색감도 상품페이지에서 본 그대로로 아주 예쁘네요. 각도 조절도 용의하며 제일 만족스러운 건 펜슬과 구성품을 보관할 수 있다는 것이였습니다.
상품 페이지를 모두 확인하고 구매한게 아니였기에 충전젠더를 보관할 수 있다는 건 큰 장점으로 다가왔습니다. 쉽게 들어가는 만큼 잘 빠지지않을까 걱정했는데 다행히 그러진 않네요.
애플 펜슬을 사용중에 거치하기엔 사진처럼 딱 서지 않는 경우가 빈번하지만 신경쓰일정도는 아니네요.
실리콘 펜촉을 사용하고도 펜슬이 딱 맞게 들어가는 점도 좋았네요."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,4,아이엠듀 코리아,20.03.19.,색깔은 차콜아니고 라벤더색인거같아요 뷰씨꺼 사려고 했는데 지금 코로나때문에 언제 재입고 될지 모른다고 해서 색구성도 비슷하고 내구성도 비슷한거같아서 여기서 시켰어요 다만 라벤더색이,색깔은 차콜아니고 라벤더색인거같아요 뷰씨꺼 사려고 했는데 지금 코로나때문에 언제 재입고 될지 모른다고 해서 색구성도 비슷하고 내구성도 비슷한거같아서 여기서 시켰어요 다만 라벤더색이 아니라 차콜색이라고 되어있어서 긴가민가했지만 확실히 차콜색 아닙니다 비록 뷰씨에 라벤더색을 직접 보진못해서 모르겠지만 약간 어두운보라+조금의 파란색빛? 이 도는것같아요 색은 엄청 마음에 듭니다 하지만 색이 이런만큼 고급스럽다는 느낌은 없고 조금 아기자기? 한 느낌이에요 참고하셔서 신중한구매 되시길 바라겠습니다 :)
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,1,아이엠듀 코리아,21.04.11.,"제 것만 그런지 알았는데, 저랑 똑같은 고충을 가지고 계신 분이 많네요. 아이패드 7,8세대 필름하과 케이스가 안맞아서 케이스 앞면 부분이 필름을 위로 띄우게 합니다. 참고 쓰려고","제 것만 그런지 알았는데, 저랑 똑같은 고충을 가지고 계신 분이 많네요. 아이패드 7,8세대 필름하과 케이스가 안맞아서 케이스 앞면 부분이 필름을 위로 띄우게 합니다. 참고 쓰려고 했는데 가방에 넣어두거나 들고 옮길 때마다 계속 벗겨지니까 개빡쳐서 못쓰겠습니다. 살 때 다시 한 번 생각해보세요 밑에 사진은 필름쪽에 최대한 힘이 안들어가게끔 제가 칼로 도려내본겁니다. 그래도 똑같네요;;;;; 다음부터 판매량 많은 제품도 확인해보고 사야겠어요"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,4,아이엠듀 코리아,21.05.04.,"다른 리뷰에서 색상이 촌스럽다고 해서 걱정했는데 전혀요. 너무 예뻤어요. 에어4를 살까 8세대 살까 고민하다가 8세대 산건데, 에어4 볼 때 그린색상 갖고 싶었어서 케이스라도 초록","다른 리뷰에서 색상이 촌스럽다고 해서 걱정했는데 전혀요. 너무 예뻤어요. 에어4를 살까 8세대 살까 고민하다가 8세대 산건데, 에어4 볼 때 그린색상 갖고 싶었어서 케이스라도 초록으로 가자는 마음에 베릴그린 케이스로 선택했어요. 그런데 저는 바깥쪽이 스웨이드인줄 알았는데 그냥 빳빳한 종이같은 재질이네요. 그걸 몰랐어서 ㅠㅠ 그 점이 아쉬워요. 하지만 싼 가격에 좋은 제품 얻었다고 생각합니다! 아 참 필름이 뜨는 게 있기는 한데, 그렇게 신경쓰이진 않아요. 제가 필름을 잘 못 붙인 것도 있기 때문에... 암튼 잘 쓸게요! 감사합니다~"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.08.18.,"아이패드 구매하면서 케이스 알아보다가 가격에 비해 품질이 좋다는 후기가 많아서 바로 결정했습니다하늘색 좋아해서 선택했는데 색감 너무 예쁘고 스그랑 잘어울려요,,튼튼해보이고 자석도","아이패드 구매하면서 케이스 알아보다가 가격에 비해 품질이 좋다는 후기가 많아서 바로 결정했습니다
하늘색 좋아해서 선택했는데 색감 너무 예쁘고 스그랑 잘어울려요,,
튼튼해보이고 자석도 꽤 힘 있어서 헐렁하지않아요
아직 펜슬이 안와서 안끼운 사진 첨부하는데 수납홀 실용적인 거 같아요!
너무 만족합니다 다음에도 아이엠듀에서 구매해야겠어요🤍"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.12.05.,색이 진짜 너무 예쁩니다. 집에 커튼색이 노란색이라 살짝 탁하게 나왔는데 사이트에 보여지는 색 똑같이 나와요!! 생각한거보다 더 예뻐서 만족합니다. 제가 사고 너무 예뻐서 친구한테,색이 진짜 너무 예쁩니다. 집에 커튼색이 노란색이라 살짝 탁하게 나왔는데 사이트에 보여지는 색 똑같이 나와요!! 생각한거보다 더 예뻐서 만족합니다. 제가 사고 너무 예뻐서 친구한테 생일 선물로도 사줬어요!! 정말 하늘하늘한 색이구. 이전에 썻던 케이스가 펜슬넣는곳이 고무줄로 되있어서 펜슬 잃어 버릴까봐 걱정 많이 했는데 여기는 딱 끼울수 있는곳이라서 더 좋은것 같네요~~ㅎㅎㅎ 예쁘게 오래 쓸게요~~ 저렴한 가격도 감사합니당 제가 가격 비교에 진심이라~~ㅎㅎ 다 찾아봤는데 색도 이쁘고 제일 저렴하고~~ 최고예욤~~~~
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,4,아이엠듀 코리아,21.07.30.,처음에 케이스 하단에 흠집이 나서 교환신청했는데 빠르게 진행해주셔서 3일만에 다시 받아볼 수 있었습니다!기존 케이스가 있었는데 아이엠듀 케이스로 갈아탄 가장 큰 이유는 바로 펜슬수,"처음에 케이스 하단에 흠집이 나서 교환신청했는데 빠르게 진행해주셔서 3일만에 다시 받아볼 수 있었습니다!
기존 케이스가 있었는데 아이엠듀 케이스로 갈아탄 가장 큰 이유는 바로 펜슬수납이 자유롭다는 점이죠!!
또한 어댑터 보관도 따로 가능하기 때문에 펜슬충전도 편하게 할 수 있습니다😊
실리콘재질이어서 펜슬에 스크레치없이 자유자재로 빼고 낄 수 있다는 점!!!
잘 쓰겠습니다!!👍🏻"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.07.20.,진짜ㅠ 컬러 너무 이뻐요ㅠ와사사비쌈무 같고ㅠ 금방 때 탈거 같긴하지만...ㅎ 완전 패드랑 펜슬 크기랑 딱딱 들어맞이서 끼울때 느낌 너무 좋아욯ㅎ패드를 얼마전에 갑자기 사게되서 케이,진짜ㅠ 컬러 너무 이뻐요ㅠ와사사비쌈무 같고ㅠ 금방 때 탈거 같긴하지만...ㅎ 완전 패드랑 펜슬 크기랑 딱딱 들어맞이서 끼울때 느낌 너무 좋아욯ㅎ패드를 얼마전에 갑자기 사게되서 케이스없이 4일정도 썻는데.. 펜슬이랑 어뎁터 일어버릴까봐 얼마나 불안했는지ㅋㅋㅎ모서리에 에어?공간? 있어서 실짝 부딪혀도 보호잘될거 같어요!! 뒷면이 반투명해서 아쉽지만 애플로고도 잘보이고 이뿐 씰버컬러도 잘 보여서 너무 행뽁♡
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.05.14.,"사이즈도 딱 맞고, 아이패드 8세대를 완벽하게 보호해줄 뿐만 아니라 개인적으로 펜슬도 같이 사용하고 있기 때문에 필기할 때의 각도가 제일 맘에 듭니다. 한 가지 아쉬운 점(?)이라","사이즈도 딱 맞고, 아이패드 8세대를 완벽하게 보호해줄 뿐만 아니라 개인적으로 펜슬도 같이 사용하고 있기 때문에 필기할 때의 각도가 제일 맘에 듭니다. 한 가지 아쉬운 점(?)이라고 굳이 한다면, 저는 애플 펜슬1세대 뚜껍 보호캡도 사용하고 있는데, 그 것 때문에 펜슬 수납 공간에 잘 안 들어간다는 점... 하지만, 그거는 제품의 단점이라기 보다는 제가 개인적으로 추가 부품 사용하는 관계로 살작 아쉬운 점인 것 같습니다. 제품은 5점 만점을 드리겠습니다~~"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,4,아이엠듀 코리아,21.03.13.,라벤더 샀는데 품절이라고 그래서 소다색 구매했어요 고양이가 하도 뜯어대서 밝은거는 꺼려했던건데 이쁘긴 하네요 ㅠ 제대로 안보고 사서 애플펜슬 케이스 끼운채로는 못쓰지만.. 후기에서,"라벤더 샀는데 품절이라고 그래서 소다색 구매했어요 고양이가 하도 뜯어대서 밝은거는 꺼려했던건데 이쁘긴 하네요 ㅠ 제대로 안보고 사서 애플펜슬 케이스 끼운채로는 못쓰지만.. 후기에서 봤던 세웠을때 자석이 힘없다는 건 모르겠어요 잘 서고 잘 붙습니다
아 좀 무겁긴 해요 전에쓰던거에 비해"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.07.16.,언니 생일 선물로 아이패드 8세대 구매하고바로 케이스랑 액정사러 왔어요 ㅎㅎ색깔도 되게 많아서 고르기 힘들었는데블루 컬러가 어둡고 질리지 않을 것 같아서구매했습니다 ‧˚₊*̥(*,"언니 생일 선물로 아이패드 8세대 구매하고
바로 케이스랑 액정사러 왔어요 ㅎㅎ
색깔도 되게 많아서 고르기 힘들었는데
블루 컬러가 어둡고 질리지 않을 것 같아서
구매했습니다 ‧˚₊*̥(* ⁰̷̴͈꒨⁰̷̴͈)‧˚₊*̥

질감도 너무 좋고 컬러도 생각한 컬러!
만족해요.
더욱 만족하는 부분은 케이스 뚜껑 닫으면
열으면 켜지는게 제일 굿😎

뒤로 세울 때도 안정감있게 잘 스네요!"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,1,아이엠듀 코리아,21.08.14.,흠.. 후기 이벤트에 속았네요오른쪽 케이스가 라이노 펜슬수납 반투명케이스인데요 색감이 라이노가 훨씬 더 이쁘네요 아이엠듀는 핑크샌드가 아니라 바이올렛에 가까워요 아이폰 정품 핑크샌,"흠.. 후기 이벤트에 속았네요
오른쪽 케이스가 라이노 펜슬수납 반투명케이스인데요
색감이 라이노가 훨씬 더 이쁘네요
아이엠듀는 핑크샌드가 아니라 바이올렛에 가까워요 아이폰 정품 핑크샌드 생각하시면 절대 안 돼요

그리고 확실히 조금 저렴하다고 질감이 매우 많이 다르네요
사진에 표현이 됐을지 모르겠지만, 라이노는 정말 부드럽고 매끈한 반면 아이엠듀는 중국산 5천원 폰케이스 느낌이에요 기분 나쁜 느낌..

안쪽에 스웨이드 단면도 정말 퀄리티 차이 심하네요,,

물론 한 5천원 정도 저렴하다만 당근하려구요.."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.09.07.,"일단 지금까지 세네개 커버 사봤는데, 그 중 제일 맘에드는 것이에요. 무광이라서 자국이나 얼룩 어느정도 생기는건 감안해야할 것 같지만요~일단 제일 맘에드는 건 마감이 깔끔하다는 점","일단 지금까지 세네개 커버 사봤는데, 그 중 제일 맘에드는 것이에요. 무광이라서 자국이나 얼룩 어느정도 생기는건 감안해야할 것 같지만요~
일단 제일 맘에드는 건 마감이 깔끔하다는 점이고, 전체적으로 고급스러운 느낌이 들어서 가격대비 만족스러워요.
그리고 젖혀지는 각도가 다른 제품들하고 미세하게 다른데 훨씬 느낌이 좋아요. 추천입니다."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.05.09.,아이패드 사면서 펜슬까지 수납이 되는 케이스가 필요해서 구매해보았습니당! 일단 대대만족입니다ㅎㅎㅎ 튼튼하고 필기할 때랑 그냥 영상볼 때 거치도 안정감있게 잘 돼요! 그리고 저는 후,"아이패드 사면서 펜슬까지 수납이 되는 케이스가 필요해서 구매해보았습니당!
일단 대대만족입니다ㅎㅎㅎ 튼튼하고 필기할 때랑 그냥 영상볼 때 거치도 안정감있게 잘 돼요!
그리고 저는 후기를 많이 보고 사는 편인데 간혹 케이스가 너무 딱 맞아서 모서리 쪽 필름에 기포가 생긴다거나 뜬다는 후기가 있더라구용... 그래서 저도 반신반의하면서 붙여봤는데 쪼금 생기긴하는데 그렇게 신경쓰일 정도도 아니고, 또 기포 빼면 빼지더라구요!!
저렴한 가격에 튼튼하고 좋은 물건 잘 구매했습니당ㅎㅎ 감사합니다~~!"
